Zn Content (wt. %),Co Cotent (wt. %),Fe Cotent (wt. %),N Content (at. %),O Content (at. %),S Content (at. %),Pyridinic Ratio,Pyrrolic Ratio,Graphitic Ratio,Oxidized Ratio,Content of Pyridinic Species (at. %),Content of Pyrrolic Species (at. %),Content of Graphitic Species (at. %),Content of Oxidized Species (at. %),Raman ID/IG Ratio,BET Surface Area (m2 g-1),Micropore Ratio,Mesopore Ratio,Catalyst Loading on RDE/RRDE(mg cm-2),Fe Precursor Ratio,Zn Precursor Ratio,2-Methylimidazole Precursor Ratio,Additive (Other) Precursor Ratio,ZIF Preparation Temperature (¡æ),ZIF Preparation Time (h),One-Pot Method,Post-Adsorb Method,Carbon-Derivative Adsorb Method,Pyrolysis Temperature (¡æ),Pyrolysis Time (h),Temperature Rising Rate (¡æ min-1),Seconde Pyrolysis,Acid Wash,Half Wave Potential in Acid Condition (vs. RHE),HW_0.78,HW_0.8,HW_0.82,Rotating Speed (rpm),PYMT_0.01,PYMT_0.02,PYMT_0.03
0,0,0.0093,0.0663,0.0589,0,0.4578,0.1957,0.27,0.0764,0.03035214,0.01297491,0.017901,0.00506532,1.03,1304.5,0.574856266,0.425143733,0.8,0.004546167,0.331817944,0.663635889,0,25,1,1,0,0,1000,2,5,0,0,0.782,1,0,0,1600,1,1,1
0,0,0.0095,0.055489888,0.055794899,0,0.565760571,0.01,0.339236683,0.095002746,0.031393991,0.000554899,0.018824206,0.005271692,0.95,691,0.5479,0.27397,0.6,0.007099322,0.19076151,0.802139168,0,60,24,1,0,0,1000,5,4.146000969,0,0,0.841,1,1,1,900,1,1,1
0,0,0.0095,0.05540226,0.056079902,0,0.604322767,0.01,0.315273775,0.080403458,0.033480847,0.000554023,0.01746688,0.004454533,0.95,998,0.6,0.355,0.6,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.267918844,0,0,0.871,1,1,1,900,1,1,1
0,0,0.0095,0.061447034,0.057088746,0,0.604322767,0.01,0.315273775,0.080403458,0.037133842,0.00061447,0.019372638,0.004940554,0.95,998,0.6,0.355,0.2,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.329222968,0,0,0.81,1,1,0,900,1,1,1
0,0,0.0095,0.055551663,0.057902293,0,0.604322767,0.01,0.315273775,0.080403458,0.033571135,0.000555517,0.017513983,0.004466546,0.95,998,0.6,0.355,0.4,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.420056672,0,0,0.847,1,1,1,900,1,1,1
0,0,0.0095,0.053337529,0.050143327,0,0.604322767,0.01,0.315273775,0.080403458,0.032233083,0.000533375,0.016815924,0.004288522,0.95,998,0.6,0.355,0.8,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.193769972,0,0,0.868,1,1,1,900,1,1,1
0,0,0.0095,0.055299297,0.050680849,0,0.604322767,0.01,0.315273775,0.080403458,0.033418624,0.000552993,0.017434418,0.004446255,0.95,998,0.6,0.355,1,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.212752737,0,0,0.876,1,1,1,900,1,1,1
0,0,0.014546541,0.0717,0.0952,0,0.409,0.105,0.353,0.133,0.0293253,0.0075285,0.0253101,0.0095361,0.966,543,0.236179529,0.588533114,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,800,3,5,0,0,0.71071,0,0,0,1600,1,1,0
0,0,0.020588791,0.0609,0.1048,0,0.334,0.092,0.433,0.139,0.0203406,0.0056028,0.0263697,0.0084651,1.014,554,0.218031886,0.631995602,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,900,3,5,0,0,0.7689,0,0,0,1600,1,1,0
0,0,0.023641251,0.0156,0.0637,0,0.281,0.067,0.479,0.173,0.0043836,0.0010452,0.0074724,0.0026988,1.192,344,0.093209238,0.493140296,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,1000,3,5,0,0,0.5835,0,0,0,1600,0,0,0
0,0,0.0264,0.046,0.072835435,0,0.502173913,0.130434783,0.208695652,0.091304348,0.0231,0.006,0.0096,0.0042,1.008853139,1015.5,0.693284936,0.306715064,0.5,0.110750637,0.17808932,0.711160043,0,28,12,1,0,0,1000,3,3,0,1,0.762,0,0,0,1600,1,1,0
0,0,0.0344,0.043,0.059833766,0.032,0.374418605,0.164285714,0.427906977,0.254658385,0.0161,0.007064286,0.0184,0.010950311,1.086025873,980.9,0.621582734,0.378417266,0.5,0.091957338,0.147869306,0.590483146,0.16969021,28,12,1,0,0,1000,3,3,0,1,0.765,0,0,0,1600,1,0,0
0,0,0.008617422,0.0292,0.0425,0,0.17,0.01,0.5133,0.3146,0.004964,0.000292,0.01498836,0.00918632,0.8255,1063,0,0.81413505,0.6,0.004984518,0.199340457,0.795675025,0,25,24,1,0,0,1100,1,5.075166712,1,0,0.765,0,0,0,1600,0,0,0
0.025471008,0,0.006214192,0.0356,0.0371,0,0.2,0.01,0.6593,0.1361,0.00712,0.000356,0.02347108,0.00484516,0.6532,1110,0.468187836,0.417646601,0.6,0.004984518,0.199340457,0.795675025,0,25,24,1,0,0,1100,1,5.625458941,1,0,0.794,1,0,0,1600,0,0,0
0,0,0.006846817,0.0169,0.118,0,0.513730228,0.29865993,0.187609842,0.01,0.008682041,0.005047353,0.003170606,0.000169,0.915,792.9,0.52,0.48,0.598631097,0.110831234,0.177833753,0.711335013,0,25,24,1,0,0,950,1,5,1,0,0.748,0,0,0,1600,0,0,0
0,0.024752498,0,0.0468,0.0194,0,0.580952381,0.33877551,0.080272109,0.01,0.027188571,0.015854694,0.003756735,0.000468,1.134169498,494,0.452,0.435,0.6,0.239382951,0.229303669,0.53131338,0,25,24,1,0,0,800,2,5,0,0,0.77,0,0,0,900,1,1,0
0,0.058991292,0,0.0736,0.102,0,0.723175966,0.173819742,0.103004292,0.01,0.053225751,0.012793133,0.007581116,0.000736,1.233152579,653,0.248,0.721,0.6,0.01542161,0.014772279,0.034228451,0.93557766,25,24,1,0,0,800,2,5,0,0,0.77,0,0,0,900,1,1,1
0.00975,0,0.006655,0.031,0.0326,0,0.4396,0.01,0.3491,0.2112,0.0136276,0.00031,0.0108221,0.0065472,1.02,615,0.1724,0.5948,0.6,0.004153784,0.191521763,0.804324453,0,60,24,1,0,0,1100,1,5,0,0,0.82,1,1,1,900,1,0,0
0.007796,0,0.0078,0.0312,0.0327,0,0.4464,0.01,0.3589,0.1947,0.01392768,0.000312,0.01119768,0.00607464,0.93,833,0.2067,0.4837,0.6,0.004154481,0.191385928,0.804459591,0,60,24,1,0,0,1100,1,5,0,0,0.842,1,1,1,900,1,0,0
0.0078,0,0.0059,0.031,0.031,0,0.5206,0.01,0.3498,0.129,0.0161386,0.00031,0.0108438,0.003999,0.99,1157,0.2452,0.5572,0.6,0.004154981,0.191288625,0.804556394,0,60,24,1,0,0,1100,1,5,0,0,0.86,1,1,1,900,1,0,0
0.0103,0,0.005726,0.0318,0.0364,0,0.4414,0.01,0.3364,0.2227,0.01403652,0.000318,0.01069752,0.00708186,0.96,754,0.2571,0.4709,0.6,0.004155357,0.191215494,0.804629149,0,60,24,1,0,0,1100,1,5,0,0,0.838,1,1,1,900,1,0,0
0.00975,0,0.006655,0.031,0.0326,0,0.4396,0.01,0.3491,0.2112,0.0136276,0.00031,0.0108221,0.0065472,1.02,615,0.1724,0.5948,0.2,0.004153784,0.191521763,0.804324453,0,60,24,1,0,0,1100,1,5,0,0,0.796,1,0,0,900,1,0,0
0.007796,0,0.0078,0.0312,0.0327,0,0.4464,0.01,0.3589,0.1947,0.01392768,0.000312,0.01119768,0.00607464,0.93,833,0.2067,0.4837,0.2,0.004154481,0.191385928,0.804459591,0,60,24,1,0,0,1100,1,5,0,0,0.796,1,0,0,900,1,0,0
0.0078,0,0.0059,0.031,0.031,0,0.5206,0.01,0.3498,0.129,0.0161386,0.00031,0.0108438,0.003999,0.99,1157,0.2452,0.5572,0.2,0.004154981,0.191288625,0.804556394,0,60,24,1,0,0,1100,1,5,0,0,0.82,1,1,1,900,1,0,0
0.0103,0,0.005726,0.0318,0.0364,0,0.4414,0.01,0.3364,0.2227,0.01403652,0.000318,0.01069752,0.00708186,0.96,754,0.2571,0.4709,0.2,0.004155357,0.191215494,0.804629149,0,60,24,1,0,0,1100,1,5,0,0,0.767,0,0,0,900,1,0,0
0.00975,0,0.006655,0.031,0.0326,0,0.4396,0.01,0.3491,0.2112,0.0136276,0.00031,0.0108221,0.0065472,1.02,615,0.1724,0.5948,0.8,0.004153784,0.191521763,0.804324453,0,60,24,1,0,0,1100,1,5,0,0,0.846,1,1,1,900,1,0,0
0.007796,0,0.0078,0.0312,0.0327,0,0.4464,0.01,0.3589,0.1947,0.01392768,0.000312,0.01119768,0.00607464,0.93,833,0.2067,0.4837,0.8,0.004154481,0.191385928,0.804459591,0,60,24,1,0,0,1100,1,5,0,0,0.861,1,1,1,900,1,0,0
0.0078,0,0.0059,0.031,0.031,0,0.5206,0.01,0.3498,0.129,0.0161386,0.00031,0.0108438,0.003999,0.99,1157,0.2452,0.5572,0.8,0.004154981,0.191288625,0.804556394,0,60,24,1,0,0,1100,1,5,0,0,0.878,1,1,1,900,1,0,0
0.0103,0,0.005726,0.0318,0.0364,0,0.4414,0.01,0.3364,0.2227,0.01403652,0.000318,0.01069752,0.00708186,0.96,754,0.2571,0.4709,0.8,0.004155357,0.191215494,0.804629149,0,60,24,1,0,0,1100,1,5,0,0,0.854,1,1,1,900,1,0,0
0,0,0.0353,0.0869,0.0775,0,0.530153322,0.132197615,0.151618399,0.186030664,0.046070324,0.011487973,0.013175639,0.016166065,1.098,654.9459021,0.309559526,0.625442464,0.5,0.009175248,0.109925669,0.880899083,0,35,24,1,0,0,900,3,5,0,0,0.781,1,0,0,1600,1,1,1
0.0057,0,0.0159,0.061074286,0.068562152,0,0.385,0.227,0.269,0.117,0.0235136,0.013863863,0.016428983,0.007145691,1.07,876,0.701742476,0.3,0.61115498,0.046689027,0.238341117,0.714969856,0,60,6,1,0,0,800,1,3.892927657,0,0,0.728,0,0,0,1600,1,1,0
0.0057,0,0.0159,0.058786245,0.059441092,0,0.406,0.149,0.313,0.133,0.023867215,0.008759151,0.018400095,0.007818571,1.04,876,0.701742476,0.3,0.61115498,0.046689027,0.238341117,0.714969856,0,60,6,1,0,0,900,1,3.675669335,0,0,0.7951,1,0,0,1600,1,1,0
0.0057,0,0.0159,0.046968258,0.057745145,0,0.3,0.142,0.343,0.184,0.014090477,0.006669493,0.016110112,0.008642159,1.01,876,0.701742476,0.3,0.61115498,0.046689027,0.238341117,0.714969856,0,60,6,1,0,0,1000,1,4.394996402,0,0,0.748,0,0,0,1600,1,0,0
0,0,0.02368659,0.1244,0.1193,0,0.4607,0.1921,0.3472,0.01,0.05731108,0.02389724,0.04319168,0.001244,1.17,705.1,0,1,0.203821656,0.052564103,0.105128205,0.842307692,0,25,24,1,0,0,900,3,3,0,0,0.736,0,0,0,1600,1,1,1
0,0,0.033394509,0.1187,0.1161,0,0.4437,0.2005,0.3558,0.01,0.05266719,0.02379935,0.04223346,0.001187,1.12,765.9,0,0.625500462,0.203821656,0.051374476,0.102748951,0.823244646,0.022631928,25,24,1,0,0,900,3,3,0,0,0.77,0,0,0,1600,1,1,1
0,0,0.03966095,0.1182,0.1127,0,0.4311,0.1906,0.3783,0.01,0.05095602,0.02252892,0.04471506,0.001182,1.04,793.3,0,0.731588811,0.203821656,0.050237504,0.100475008,0.80502537,0.044262118,25,24,1,0,0,900,3,3,0,0,0.78,1,0,0,1600,1,1,1
0,0,0.049597471,0.1036,0.1134,0,0.4217,0.19,0.3883,0.01,0.04368812,0.019684,0.04022788,0.001036,1.11,844.9,0,0.708261559,0.203821656,0.048108136,0.096216272,0.770903546,0.084772046,25,24,1,0,0,900,3,3,0,0,0.7521,0,0,0,1600,1,1,1
0,0,0.071082048,0.0698,0.0621,0,0.4153,0.1734,0.4113,0.01,0.02898794,0.01210332,0.02870874,0.000698,1.05,274.9,0,0.497876788,0.203821656,0.044348613,0.088697227,0.710659487,0.156294673,25,24,1,0,0,900,3,3,0,0,0.689,0,0,0,1600,1,1,0
0.035,0,0.03,0.0686,0.0712,0,0.460641399,0.188046647,0.290087464,0.06122449,0.0316,0.0129,0.0199,0.0042,0.45,1089,0.206,0.794,0.5,0.006173221,0.493857646,0.493857646,0.006111488,80,24,0,1,0,1000,10,10,0,1,0.7,0,0,0,1600,1,1,1
0.06,0,0.057,0.0647,0.0924,0,0.446625048,0.221197237,0.253739384,0.078438332,0.028896641,0.014311461,0.016416938,0.00507496,0.48,755,0.264,0.736,0.5,0.012196609,0.487864374,0.487864374,0.012074643,80,24,0,1,0,1000,10,10,0,1,0.79,1,0,0,1600,1,1,0
0.045,0,0.088,0.046,0.0803,0,0.432608696,0.254347826,0.217391304,0.095652174,0.0199,0.0117,0.01,0.0044,0.5,829,0.255,0.745,0.5,0.023815194,0.476303882,0.476303882,0.023577042,80,24,0,1,0,1000,10,10,0,1,0.79,1,0,0,1600,1,0,0
0,0,0.0362,0.0965,0.103343682,0.0098,0.1716,0.409,0.4194,0.01,0.0165594,0.0394685,0.0404721,0.000965,1.05,974,0.075740944,0.875045737,0.509295816,0.014395787,0.111111111,0.888888889,0,35,4,1,0,0,900,3,5,0,0,0.78,1,0,0,1600,1,0,0
0,0,0.042007655,0.1151,0.132196022,0,0.5435,0.2815,0.175,0.01,0.06255685,0.03240065,0.0201425,0.001151,1.069042547,681,0.314,0.686,0.5,0.019385488,0.195884019,0.784730492,0,25,24,1,0,0,900,2,4.074907809,0,1,0.78,1,0,0,1600,1,1,1
0,0,0.042053028,0.109,0.129144067,0,0.5238,0.2792,0.197,0.01,0.0570942,0.0304328,0.021473,0.00109,1.068473336,691,0.244,0.756,0.5,0.019385488,0.195884019,0.784730492,0,25,24,1,0,0,900,2,4.301900132,0,1,0.765,0,0,0,1600,1,1,1
0,0,0.043297874,0.1057,0.126033906,0,0.5274,0.2889,0.1837,0.01,0.05574618,0.03053673,0.01941709,0.001057,1.056915686,714,0.23,0.77,0.5,0.019385488,0.195884019,0.784730492,0,25,24,1,0,0,900,2,4.283359764,0,1,0.742,0,0,0,1600,1,1,1
0,0,0.039317912,0.1071,0.129093588,0,0.5261,0.2787,0.1952,0.01,0.05634531,0.02984877,0.02090592,0.001071,1.069919392,771,0.191,0.809,0.5,0.019385488,0.195884019,0.784730492,0,25,24,1,0,0,900,2,4.31418803,0,1,0.718,0,0,0,1600,1,1,1
0,0,0.0272,0.0287,0.039,0,0.324,0.049,0.46,0.167,0.0092988,0.0014063,0.013202,0.0047929,1.020312428,465,0.453763441,0.546236559,0.4,0.004556737,0.182269477,0.766865484,0.046308302,60,24,1,0,0,1100,1,4.856877504,0,0,0.7,0,0,0,1600,0,0,0
0,0,0.0429,0.0347,0.0295,0,0.348,0.052,0.471,0.129,0.0120756,0.0018044,0.0163437,0.0044763,1.070936826,650,0.269230769,0.730769231,0.4,0.004355061,0.174202457,0.732924973,0.088517509,60,24,1,0,0,1100,1,4.899608441,0,0,0.77,0,0,0,1600,1,0,0
0,0,0.0267,0.0334,0.0364,0,0.302,0.052,0.445,0.208,0.0100868,0.0017368,0.014863,0.0069472,1.014963528,493,0.626774848,0.373225152,0.4,0.004000911,0.160036431,0.673324009,0.162638649,60,24,1,0,0,1100,1,4.927592742,0,0,0.735,0,0,0,1600,1,0,0
0.0195,0,0.1331,0.0307,0.053,0,0.324666667,0.051,0.458666667,0.168,0.009967267,0.0015657,0.014081067,0.0051576,1.000635614,541.1006373,0.315125101,0.577254461,0.4,0.004777998,0.191119916,0.804102086,0,60,24,1,0,0,1100,1,5.114775988,0,0,0.7,0,0,0,1600,0,0,0
0.038446354,0,0.013822866,0.0794,0.0558,0,0.6129,0.0651531,0.2559937,0.0659532,0.04866426,0.005173156,0.0203259,0.005236684,1.02,1393,0.420616114,0.579383886,0.642,0.01980198,0.198019802,0.782178218,0,120,4,1,0,0,800,2,1,1,1,0.798,1,0,0,1600,1,1,1
0.030145998,0,0.031748023,0.0725,0.0567,0,0.6009,0.0756889,0.2747845,0.0486266,0.04356525,0.005487445,0.019921876,0.003525429,1.01,1393,0.3716916,0.6283084,0.642,0.01980198,0.198019802,0.782178218,0,120,4,1,0,0,900,2,1,1,1,0.82,1,1,1,1600,1,1,1
0.025885863,0,0.025571195,0.0678,0.0543,0,0.3725,0.1037354,0.4338959,0.0898687,0.0252555,0.00703326,0.029418142,0.006093098,0.99,1211,0.259332024,0.740667976,0.642,0.01980198,0.198019802,0.782178218,0,120,4,1,0,0,1000,2,1,1,1,0.759,0,0,0,1600,1,1,0
0.007358253,0,0.017054415,0.0331,0.0339,0,0.6195,0.0597733,0.2520891,0.0686376,0.02050545,0.001978496,0.008344149,0.002271905,1.12,1257,0.440860215,0.559139785,0.642,0.01980198,0.198019802,0.782178218,0,120,4,1,0,0,900,1,1,1,1,0.784,1,0,0,1600,1,1,0
0,0,0.0204,0.0443,0.0325,0,0.5185,0.2273,0.1857,0.0685,0.02296955,0.01006939,0.00822651,0.00303455,1.060315262,1104.727559,0.358918586,0.581431683,0.2,0.001705674,0.140757334,0.55127378,0.306263211,25,24,1,0,0,900,0.5,3.758712825,0,1,0.829,1,1,1,1600,1,1,0
0.021937625,0,0.009366259,0.0339,0.0342,0,0.3217,0.1783,0.4498,0.0502,0.01090563,0.00604437,0.01524822,0.00170178,1.08440895,969.9889013,0.357546531,0.555633783,0.2,0.001705674,0.140757334,0.55127378,0.306263211,25,24,1,0,0,900,0.5,4.119356911,0,1,0.743,0,0,0,1600,1,0,0
0,0,0.0154,0.072,0.052096923,0,0.445806068,0.01,0.429030339,0.125163593,0.032098037,0.00072,0.030890184,0.009011779,1.092233056,497,0.7,0.295774648,0.404040404,0.024761679,0.470471904,0.495233583,0.009532833,60,12,1,0,0,1000,1,5,0,0,0.76124,0,0,0,1600,1,1,1
0,0,0.0185,0.0535,0.049239646,0,0.41152019,0.01,0.423198733,0.165281077,0.02201633,0.000535,0.022641132,0.008842538,1.091780491,626,0.520766773,0.479233227,0.404040404,0.037142519,0.458091065,0.495233583,0.009532833,60,12,1,0,0,1000,1,5,0,0,0.77222,0,0,0,1600,1,1,0
0,0,0.029,0.0245,0.039231153,0,0.371589085,0.01,0.466406787,0.162004127,0.009103933,0.000245,0.011426966,0.003969101,1.095135974,494,0.55465587,0.443319838,0.404040404,0.049523358,0.445710225,0.495233583,0.009532833,60,12,1,0,0,1000,1,5,0,0,0.71574,0,0,0,1600,0,0,0
0,0,0.0085,0.0424,0.0343,0.0243,0.399690911,0.194629576,0.289771081,0.115908432,0.016946895,0.008252294,0.012286294,0.004914518,1.1,1650.55,0.377136752,0.445818071,0.764331212,0.129032258,0.096774194,0.774193548,0,25,24,0,1,0,1000,2,5,1,0,0.76,0,0,0,1600,1,0,0
0.033729371,0,0.020204023,0.0674,0.0731,0,0.126610759,0.250051135,0.412354265,0.210983841,0.008533565,0.016853446,0.027792677,0.014220311,1.156,640,0.424594547,0.575405453,0.788,0.0096,0.1904,0.8,0,130,24,1,0,0,900,1.79110915,5,0,0,0.75958,0,0,0,1600,0,0,0
0,0,0.018196677,0.0421,0.0797,0,0.126610759,0.250051135,0.412354265,0.210983841,0.005330313,0.010527153,0.017360115,0.00888242,1.103,817,0.457022118,0.542977882,0.788,0.0096,0.1904,0.8,0,130,24,1,0,0,1000,1.30314075,5,0,0,0.76155,0,0,0,1600,0,0,0
0,0,0.013895895,0.032,0.0646,0,0.126610759,0.250051135,0.412354265,0.210983841,0.004051544,0.008001636,0.013195336,0.006751483,1.063,407,0.146017961,0.853982039,0.788,0.0096,0.1904,0.8,0,130,24,1,0,0,1100,1.506883316,5,0,0,0.68278,0,0,0,1600,0,0,0
0.0049,0,0.00687,0.0968,0.113297119,0,0.522641317,0.236123888,0.241234795,0.01,0.050591679,0.022856792,0.023351528,0.000968,1.05,726,0.275700968,0.703275378,0.5,0.017172477,0.086278314,0.89654921,0,35,4,1,0,0,900,3,5,0,0,0.761,0,0,0,1600,1,1,1
0,0,0.038,0.0709,0.073193011,0,0.561847988,0.154992548,0.283159463,0.01,0.039835022,0.010988972,0.020076006,0.000709,1.044224182,1057.6,0.959364732,0.040635268,0.407436656,0.008031933,0.24339191,0.730175729,0.018400428,71.55096592,10.51665929,1,0,0,950,3,2,0,0,0.736,0,0,0,1600,1,1,1
0,0,0.010310748,0.0436,0.0673,0,0.543,0.171,0.232,0.054,0.0236748,0.0074556,0.0101152,0.0023544,0.9,2313.4,0.616,0.384,0.4,0.000964477,0.048223874,0.950811649,0,60,0.5,0,1,0,900,1,5,1,1,0.772,0,0,0,1600,1,1,0
0,0,0.012078772,0.051,0.0657,0,0.586,0.115,0.234,0.065,0.029886,0.005865,0.011934,0.003315,0.98,1498.5,0.555,0.445,0.4,0.001927096,0.048177408,0.949895496,0,60,0.5,0,1,0,900,1,5,1,1,0.77,0,0,0,1600,1,1,0
0,0,0.016511328,0.0712,0.0524,0,0.651,0.105,0.201,0.053,0.0463512,0.007476,0.0143112,0.0037736,1.02,1288.7,0.641,0.359,0.4,0.002887862,0.048131031,0.948981107,0,60,0.5,0,1,0,900,1,5,1,1,0.777,0,0,0,1600,1,1,1
0,0,0.013417898,0.0594,0.0589,0,0.528,0.143,0.272,0.057,0.0313632,0.0084942,0.0161568,0.0033858,0.91,1186.4,0.751,0.249,0.4,0.00384678,0.048084744,0.948068477,0,60,0.5,0,1,0,900,1,5,1,1,0.773,0,0,0,1600,1,1,1
0,0,0.03737,0.0248,0.083983403,0,0.666540643,0.192060491,0.141398866,0.01,0.016530208,0.0047631,0.003506692,0.000248,0.981407882,1217,0.698356511,0.301643489,0.6,0.157433543,0.168513291,0.674053166,0,25,24,1,0,0,950,1,5,0,1,0.805,1,1,0,1600,1,0,0
0,0,0.03179,0.0199,0.090512866,0,0.489669421,0.283057851,0.227272727,0.01,0.009744421,0.005632851,0.004522727,0.000199,0.973013944,1003,0.709735577,0.290264423,0.6,0.01151584,0.197696832,0.790787328,0,25,24,1,0,0,950,1,5,0,1,0.797,1,0,0,1600,0,0,0
0,0,0.03759,0.0152,0.089970536,0,0.306024096,0.569477912,0.124497992,0.01,0.004651566,0.008656064,0.001892369,0.000152,1.010810667,912,0.75501047,0.24498953,0.6,0.015360378,0.196927924,0.787711698,0,25,24,1,0,0,950,1,5,0,1,0.793,1,0,0,1600,0,0,0
0,0,0.0159,0.0301,0.069562429,0.00808,0.167217449,0.124586913,0.708195638,0.01,0.005033245,0.003750066,0.021316689,0.000301,1.04,498,0.325033422,0.622159091,0.511565836,0.009083402,0.110101844,0.880814754,0,35,6,1,0,0,900,3,5,0,1,0.693,0,0,0,1600,0,0,0
0,0,0.0143,0.0621,0.088185988,0.01051,0.29851842,0.226174586,0.475306994,0.01,0.018537994,0.014045442,0.029516564,0.000621,1,611,0.061011153,0.827692069,0.530946301,0.008991562,0.108988634,0.871909072,0.010110731,35,6,1,0,0,900,3,5,1,1,0.767,0,0,0,1600,1,0,0
0,0.075919004,0,0.0381,0.0592,0,0.19625545,0.356604258,0.239292126,0.207848166,0.007477333,0.013586622,0.00911703,0.007919015,1.180754379,260.52,0.545294027,0.454705973,0.51,0.142857143,0,0.857142857,0,25,12,1,0,0,900,3,2,0,1,0.5975,0,0,0,1600,0,0,0
0,0.011644455,0,0.0038,0.6809,0,0.398386596,0.01,0.115834109,0.485779295,0.001513869,0.000038,0.00044017,0.001845961,1.196755689,342.37,0.915676023,0.084323977,0.51,0.141176471,0,0.847058824,0.011764706,25,12,1,0,0,900,3,2,0,1,0.64094,0,0,0,1600,0,0,0
0,0.033558516,0,0.0536,0.0517,0,0.174012952,0.51859202,0.092646752,0.214748277,0.009327094,0.027796532,0.004965866,0.011510508,1.15462437,234.3,0.664874093,0.335125907,0.51,0.142857143,0,0.857142857,0,25,12,1,0,0,900,3,2,0,1,0.72102,0,0,0,1600,0,0,0
0,0.031405117,0,0.0374,0.2766,0,0.278241572,0.309309944,0.143717637,0.268730846,0.010406235,0.011568192,0.00537504,0.010050534,1.152660077,418.75,0.80119403,0.19880597,0.51,0.141176471,0,0.847058824,0.011764706,25,12,1,0,0,900,3,2,0,1,0.59295,0,0,0,1600,1,0,0
0,0,0.0613,0.1378,0.0421,0,0.7927,0.1098,0.0791,0.0184,0.10923406,0.01513044,0.01089998,0.00253552,0.993,835,0.235040099,0.764959901,0.22,0.017084195,0.170841952,0.812073853,0,25,24,0,1,0,800,3,3.730846956,0,1,0.708,0,0,0,1600,1,1,1
